thematic_area_code;thematic_area;sub_theme;target_code;target_content;sub_theme_justification;target_assessment;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improve Water Quality;TA5.8;Sustainable use of water.;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on promoting sustainable water use.";The EU share (including Cyprus and Malta) was 1.28% in 2021, it increased to 1.35% in 2022. This target is currently on track.;
TA5;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 (target in common with the Biodiversity Strategy 2030)  ;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on promoting organic farming.";No data available;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.1;Legally protect a minimum of 30% of the EU's land area;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on protecting a minimum of 30% of the EU's land area.";The 26% of EU’s land area is covered by protected areas, including 18.6% by Natura 2000 designated protected areas and 17.3% by nationally designated protected areas. If the designation of protected areas continues at the rate seen in the past decade (1.7 percentage points increase since 2011), the target will not be met [209].;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;TA6.10;At least 10% of agricultural area is under high-diversity landscape features;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on promoting high-diversity landscape features in agricultural areas.";The JRC has developed an indicator [212] to monitor progress in the share of agricultural area covered by landscape features, showing that currently, at the EU level, 5.6% of agricultural land is covered by landscape features. However, this indicator does not capture high-diversity landscape features and no temporal trend is available, so at this stage no conclusion can be made regarding the likelihood to reach the target.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.11;Three billion trees are planted in the EU;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on planting trees.";See table above.;
TA6;TA6_Preserving and protecting biodiversity;Improve Soils Health;TA6.12;Significant progress in the remediation of contaminated soil sites;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on remediating contaminated soil sites.";;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Rivers;TA6.13;At least 25.000 km of free-flowing rivers are restored;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Rivers"" because it focuses on restoring free-flowing rivers.";See table above.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.14;50% reduction in the number of Red List species threatened by invasive alien species;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on reducing the number of threatened species.";"The expected acceleration in the number of alien species introductions and establishment due to global trade (including web trade), travel, and climate change, can lead to increased adverse impacts on biodiversity and ecosystems, human health and the economy. The Regulation (EU) 1143/2014 (IAS Regulation) includes a set of measures to be taken across the EU in relation to IAS, aiming
to prevent, minimise and mitigate their adverse impacts. The implementation is underpinned by EASIN (European Alien Species Information Network), which also hosts the European early warning system on IAS of Union concern. The actions fostered by the EU biodiversity Strategy for 2023 aim at stepping up the IAS Regulation and other relevant legislation and international agreements with the objective of managing established IAS, decreasing the number of Red List species they threaten.";
TA6;TA6_Preserving and protecting biodiversity;Improve Soils Health;TA6.15;50% reduction in the losses of nutrients from fertilisers;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on reducing nutrient losses from fertilisers.";The average river nitrate concentration in Europe decreased steadily over the period 1992-2009 but has levelled off since then. Agriculture remains the main contributor to nitrogen pollution, but the EU Nitrates Directive and national measures have contributed to lower concentrations. However, the apparent stabilisation in recent years calls for further measures;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;TA6.16;Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on promoting urban greening plans.";No data is yet available.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.17;Substantially reduce the negative impacts on sensitive species and habitats;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on reducing negative impacts on sensitive species and habitats.";;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Fisheries;TA6.18;Eliminate or reduce the by-catch of species;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Fisheries"" because it focuses on reducing by-catch.";;
TA6;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;TA6.2;Legally protect a minimum of 30% of the EU's sea area;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on protecting a minimum of 30% of the EU's sea area.";12% of EU's sea area is currently covered by protected areas, including 9% by Natura 2000 designated protected areas and 4.5% by nationally designated protected areas.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.21;Combat desertification, restore degraded land and soil;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on restoring degraded land and soil.";;
TA6;TA6_Preserving and protecting biodiversity;Pesticides Reduction;TA6.26;Minimise or eliminate the use of pesticides in sensitive areas;"This target is assigned to the sub-theme ""Pesticides Reduction"" because it focuses on minimising or eliminating pesticide use in sensitive areas.";;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Fisheries;TA6.27;Optimise exploitation patterns to provide protection for juveniles and spawning aggregations;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Fisheries"" because it focuses on protecting juveniles and spawning aggregations.";;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Fisheries;TA6.28;All harvested stocks should be fished at maximum sustainable yield;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Fisheries"" because it focuses on promoting sustainable fishing practices.";In the Northeast Atlantic (both EU and non-EU waters), stock status has significantly improved from 2003 to 2021, but still an important share of stocks is overexploited.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.3;Strictly protect at least a third of the EU'S protected areas;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on protecting a third of the EU's protected areas.";"Indicators are missing to check whether the EU is on track or not. Seven out of
the nine actions set in the EU BDS to foster biodiversity protection in the EU still need to be implemented by 2030, but they all appear on track so far. Member States did not report official information reported to EEA. An independent scientific assessment [210] shows that currently only 3.5 % of protected areas are strictly protected.";
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.32;Member States shall put in place effective and area-based restoration measures;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on promoting restoration measures.";Data on the extension of areas under restoration measures are not yet available at the EU level.;
TA6;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;TA6.33;Member States shall put in place effective and area-based restoration measures;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on promoting restoration measures in marine ecosystems.";"The EU has reached only 12% of MPA, with less than 1% being strictly protected. In addition, for sea bird species connectivity, it is important to align the BDS and the REPowerEU targets. For habitat connectivity, it is crucial to develop a useful indicator in time for Member States' reporting.
Because of the recent approval of the Nature Restoration Law, not enough data is available yet.";
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.34;Member States shall put in place the restoration measures that are necessary to improve to good condition areas of habitat types;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on improving the condition of habitat types.";Considering the last report on the conservation status and trends in conservation status of marina habitats, a significant percentage of their status remains unknown [206]. Member States should implement more effective monitoring program to assess the status of marine habitats to achieve this target.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.35;Member States shall put in place the restoration measures that are necessary to re-establish the habitat types;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on re-establishing habitat types.";The EU has reached so far 26% terrestrial protected area and 12% of MPA.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.36;Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on restoring habitats.";Recent EU-wide data to measure this target according to the reference year of the regulation is not available yet. However, national data from Member States might be available;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Monitoring;TA6.37;Member States shall ensure that the condition is known for at least 90% of area distributed overall habitat types;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Monitoring"" because it focuses on monitoring the condition of habitat types.";Data on urban green space is not yet available, nor is the implementing act that provides a methodology to identify satisfactory levels.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.38;Member States shall ensure that there is an increase of habitat area in good condition;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on increasing the area of habitats in good condition.";Data on tree canopy cover is not yet available, nor is the implementing act that provides a methodology to identify satisfactory levels.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;TA6.39;Member States shall ensure that there is no net loss in the total national area of urban green space;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on promoting urban green spaces.";The JRC and the EEA are developing an indicator to characterise the number of free-flowing rivers, no data is available yet.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.4;Strictly protect all remaining EU primary and old-growth forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on protecting primary and old-growth forests.";The target has been welcomed and endorsed by the European Council, which is key for this target. The Commission issued Guidelines [211]for defining, mapping, monitoring and strictly protecting EU Primary and Old-Growth Forests in 2023. However, there is still a lack of a clear, uniform definition of what constitutes primary and old-growth forests. As a result, while it is likely that the target will be met, it remains unclear whether all forests that should be protected will actually receive protection.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;TA6.40;Member States shall achieve thereafter an increasing trend in the total national area of urban green space;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on promoting urban green spaces.";Based on trends in the grassland butterfly index, pollinators are still declining. Another indicator that would include more pollinators is under development to better characterise the decline of pollinators.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;TA6.41;Member States shall achieve, in each urban ecosystem area, an increasing trend of urban tree canopy cover;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on promoting urban tree canopy cover.";"The EU has reached only 12% of MPA, with less than 1% being strictly protected. The target could be partially achieved if the NRL is immediately implemented (including a clear financial system), along with the targets of the Biodiversity Strategy (i.e. 30% MPA and 10% strictly protected areas), and if Member States react in a timely manner.
The complete achievement of the target is strictly dependent on the restoration methods and selected marine ecosystems to be restored. The timescale of the recovery period varies as diverse are the marine habitats to restore. Beyond this there are other challenges that Member States have to face [205].
The actual implementation of the BDS target on effective marine protected areas (30% overall and 10% strictly protected by 2030), through passive restoration method, as well as the other directives (e.g. WFD and MSFD), and the 2023 Marine Action Plan would contribute to achieve this target.
Regarding the condition and restoration, there are only two ways to judge this: (a) comparison with old large fully protected MPA, and (b) the use of indicators, some of which still need to be developed. There is no data on how impacted most areas are, but indicators such as present fishing activities altering food webs, or bottom trawling and dredging destroying benthic habitats, would contribute to the final assessment. However, the precautionary principle should be applied, assuming marine ecosystems everywhere are impacted unless evidence suggests otherwise.";
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Rivers;TA6.42;Member States shall make an inventory of artificial barriers to connectivity of surface waters;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Rivers"" because it focuses on restoring river connectivity.";"Considering the last report on the conservation status and trend in conservation status of marine habitats, most of the marine areas are between categories UNFAVOURABLE (U1/U2) and UNKNOWN (XX) status.
There are some examples of restoration measures already put in place across European Sea, but without an immediate implementation of NRL, as well as other directives (e.g. BDBS, WFD, MSFD), the EGD target would not be achieved Additional observation: As mentioned before, marine restoration can be achieved passively by no take MPA. Therefore, the increase in area that is fully protected would be a reasonable indicator of restoration. To the best of available knowledge, there is no evidence that part-protection works. Evidence of recovered species usually appear within five years but full recovery e.g. of urchin-kelp trophic cascades, may take 20 years. Since restoration is by definition a return to fully natural conditions, partly protected areas do not qualify as restoration.
Regarding the condition and restoration of marine areas, there are only two ways to judge this: (a) comparison with old, large fully protected MPA, and (b) the use of indicators, some of which still need to be developed. There is no data on how impacted most areas are, but indicators such as current fishing activities altering food webs, or bottom trawling and dredging destroying benthic habitats, would contribute to the final assessment. However, the precautionary principle should be applied, assuming marine ecosystems everywhere are impacted unless evidence suggests otherwise.";
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.43;Member States shall, by putting in place appropriate and effective measures, improve pollinator diversity;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on improving pollinator diversity.";In the last report on the conservation status and trend in conservation status of marine habitats, there is still a quite important percentage of marine environ- ments with UNKNOWN status (either XX or U1/U2) [206]. Member States should implement more effective monitoring programmes to assess the status of marine habitats in order to achieve the EGD target.;
TA6;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;TA6.44;Member States shall put in place the restoration measures that are necessary to improve to good condition areas of habitat types listed in Annex II;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on restoring marine habitats.";At the moment the trend in the grassland butterfly index is still declining. The carbon stocks in EU agricultural soils have declined by 0.75% in the period 2009-2018 based on measured LUCAS data. So at the moment at least 2 out of three indicators are moving against the desired direction [199].;
TA6;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;TA6.45;Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on re-establishing marine habitats.";The common farmland bird index is steadily decreasing [207], [208].;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Monitoring;TA6.46;Member States shall ensure, by 2030 at the latest, that the condition is known for at least 50% of the area distributed over all habitat types listed in groups 1–6 of Annex II;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Monitoring"" because it focuses on monitoring the condition of marine habitats.";The EU Soil Observatory (EUSO) established [196], [197] that over 60% of the EU land is affected by soil degradation. This is considered an underestimation due to the lack of data currently available.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;TA6.47;Member States shall put in place measures which shall aim to achieve an increasing trend at national level of at least two out of the three following indicators in agricultural ecosystems;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on promoting sustainable agricultural practices.";At the time of writing (mid-2024), over 23.000.000 trees have been planted since 2021 (see the Live Status Counter for EU dashboard). The pace of new trees planted has to massively speed up to reach the target by 2030.;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;TA6.48;Member States shall put in place restoration measures which shall aim to ensure that the common farmland bird index at national level reaches the following levels;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on restoring farmland bird populations.";New target, data not yet available;
TA6;TA6_Preserving and protecting biodiversity;Improve Soils Health;TA6.49;Member States shall put in place measures which shall aim to restore organic soils in agricultural use constituting drained peatlands;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on restoring organic soils.";After a steady decline over the period 1992-2010, common forest bird populations have stopped deteriorating and started showing some signs of recovery since 2010 [2], [207], [208]. Next data points for the common forest bird index will be crucial to confirm this recent increasing trend.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.5;Effectively manage all protected areas, defining clear conservation objectives and measures, and monitoring them appropriately;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on managing protected areas.";;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.50;When identifying and implementing the restoration measures to meet the objectives and obligations set out in Articles 4, 6, 7, 8, 9 and 10, Member States shall aim to contribute to the commitment of planting at least three billion additional trees by 2030;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on planting trees.";"Over the 2012-2018 period, the majority (78%) of the net land take happened in commuting zones. The net land take in urban areas during 2012-2018 amounted to 2.696 km2, corresponding to 450km2 annually. 1 415km2 or 47% of all land take took place in arable lands, impacting food security, carbon sequestration and the maintaining of biodiversity. The second largest land take took place
  in pastures — a loss of 945km2 or 36% of all land take. Pastures are among Europe’s most important biodiversity hotspots and soil carbon sinks.";
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.51;Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators in forest ecosystems;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on promoting sustainable forest management.";"The level of access to clean drinking water in Europe is high according to the WASH database by the WHO and UNICEF. However, as reported by the EEA,
the levels of treatment and accessibility are lower in rural areas than in urban locations. Disparities in access to safe drinking water among ethnic groups in Europe emerged as well. The revised Drinking Water Directive includes additional parameters than the 46 microbiological, chemical and indicator parameters of the first Drinking Water Directive. The new parameters include per- and polyfluorinated compounds and bisphenol A, setting limit values for their presence in drinking water. As of the end of 2022, EU level data on drinking water quality were still limited, with the latest data available dating from 2011 and 2013. The new directive also foresees a watch list mechanism for emerging pollutants.
The Directive’s Impact Assessment includes the calculation of the “SAPEA” Popu- lation Potentially at Health Risk indicator, estimating the share of the population that could potentially suffer from health problems because of the presence of contaminants in drinking water. According to the indicator, in 2015, 22.7 million people were potentially at health risk due to non-safe drinking water, equivalent
to 4 % of the EU population. The revised Directive is expected to positively impact drinking water quality. However, estimated data for 2015 is not sufficient to assess the status of drinking water quality with respect to its evolution over time and new additional parameters by the revised directive, as confirmed by the EEA. Member States have started complying with the reporting requirements in 2023.";
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.52;Member States shall achieve an increasing trend at national level of the common forest bird index;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on restoring forest bird populations.";In the European Union, air pollution is the single largest environmental health risk, causing cardiovascular and respiratory diseases that lead to the loss of healthy years of life and, in the most serious cases, premature deaths (about 240 000 reported in the European Union (EU) for 2021). Although emissions of air pollutants have been reduced over recent decades (primarily as a result of legislation), air quality remains a major concern in many parts of Europe. Air quality limits set by EU legislation for particulate matter, nitrogen dioxide and ozone continue to be exceeded, especially in many urban areas.;
TA6;TA6_Preserving and protecting biodiversity;Forest Bioeconomy;TA6.54;Promoting the sustainable forest bioeconomy for long-lived wood products;"This target is assigned to the sub-theme ""Forest Bioeconomy"" because it focuses on promoting sustainable forest bioeconomy.";;
TA6;TA6_Preserving and protecting biodiversity;Forest Bioeconomy;TA6.55;Ensuring sustainable use of wood-based resources for bioenergy;"This target is assigned to the sub-theme ""Forest Bioeconomy"" because it focuses on promoting sustainable use of wood-based resources.";;
TA6;TA6_Preserving and protecting biodiversity;Forest Bioeconomy;TA6.56;Promoting non-wood forest-based bioeconomy, including ecotourism;"This target is assigned to the sub-theme ""Forest Bioeconomy"" because it focuses on promoting non-wood forest-based bioeconomy.";;
TA6;TA6_Preserving and protecting biodiversity;Forest Bioeconomy;TA6.57;Developing skills and empowering people for sustainable forest-based bioeconomy;"This target is assigned to the sub-theme ""Forest Bioeconomy"" because it focuses on promoting sustainable forest-based bioeconomy.";;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.58;Protecting EU’s last remaining primary and old-growth forests;manual choice;;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;TA6.59;Ensuring forest restoration and reinforced sustainable forest management for climate adaptation and forest resilience;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on promoting forest restoration and sustainable management.";;
TA6;TA6_Preserving and protecting biodiversity;Forest Bioeconomy;TA6.60;Providing financial incentives for forest owners and managers for improving the quantity and quality of EU forests;"This target is assigned to the sub-theme ""Forest Bioeconomy"" because it focuses on promoting sustainable forest management.";;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.62;Reach no net land take;manual choice;Before the introduction of the Regulation, the EU was not equipped with a legislative framework for water reuse. More than 40,000 million m3 of waste- water is treated in the EU every year but only the 2.4% is further treated to be reused. As of April 2024, water reuse for agricultural irrigation is allowed in most Member States. Some Member States, where freshwater resources are abundant and irrigation demand is low, have planned not to allow water reuse for irrigation in their countries. Some Member States have not yet made a final decision, as resource and infrastructure costs still are being evaluated (source: WISE Freshwater website).;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.63;Restore degraded land and soil, including land affected by desertification, drought and floods;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on restoring degraded land and soil.";;
TA6;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;TA6.7;By 2030, significant areas of degraded and carbon-rich ecosystems are restored;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on restoring degraded ecosystems.";See table above.;
TA6;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;TA6.8;The decline of pollinators is reversed;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on reversing the decline of pollinators.";See table above.;
TA6;TA6_Preserving and protecting biodiversity;Pesticides Reduction;TA6.9;The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;"This target is assigned to the sub-theme ""Pesticides Reduction"" because it focuses on reducing the use of chemical pesticides.";"Indicator: Use and risk of chemical pesticides (Source: DG SANTE).
According to a trend analysis by DG SANTE, the use and risk of chemical pesticides decreased by 14% between the baseline period of 2015–2017 and 2020. The use and risk of chemical pesticides shows a decrease of 6% from 2020, and an overall decrease in the first four years of observation of 33% from the baseline period of 2015-2017. These overall downward trends shows that the first part of the target can be achieved by 2030 [182]. On the other side, according to data published
by DG SANTE, the use of more hazardous pesticides fell by 21% between the baseline period of 2015–2017 and 2021. The use of more hazardous pesticides shows an increase of 5% from 2020 to 2021. Achievement of the 50% reduction target by 2030 remains challenging. It should be noted, while this indicator intends to monitor the use of the more hazardous pesticides, it does not take into account the exposure and hence the impact they might have on the environment and human health. In the future, this indicator should be complemented with a risk indicator showing changes in the actual risks.
1 It should be noted that the current EU-wide indicator, which applies risk weightings to four differ- ent groups of chemical pesticides and is based on pesticide sales, is not considered scientifically robust by some. This indicator is based on a similar harmonised risk indicator, which, according
to the European legislation (Commission Directive (EU) 2019/782), is considered hazard-based. This is due to the absence of statistics on the use of plant protection products needed to develop a risk indicator. The Commission is committed to developing more sophisticated indicators in future, such as improved weightings that take hazard properties into account in a more granular way or by using EU-level data on pesticide usage when it becomes available. An example of
such an improvement is the new risk indicator assessing the toxicity of pesticide residues in soil from samples collected under the LUCAS Soil Pesticide survey coordinated by JRC. According to this indicator, in 2018, 14% of sites in the EU were at risk of negative effects on soil organisms due to pesticide residues. The analysis of samples from 2022 is currently ongoing and will shed light on the EU’s progress towards pesticide risk reductions. This indicator is relevant to only one compartment (soil) but is just one of many being examined for usefulness and relevance. ";
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on promoting urban wastewater collection.";;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Social Security - Sanitation;TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more and all source of urban wastewater should be connected to them;manual choice;;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;TA7.10;Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50%;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on improving soil quality.";Concentration of plastic litter at sea: 14% reduction of plastic litter (in 8% of the basin surface of the Mediterranean Sea and 44% of all beaches) with a total ban on single-use-plastic items. Source: Zero Pollution Outlook [218].;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;TA7.12;Develop measures to significantly increase efforts to identify, investigate, assess and remediate contaminated sites;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on remediating contaminated sites.";;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Air Quality;TA7.13;Improve air quality to reduce the number of premature deaths caused by air pollution by 55%;"This target is assigned to the sub-theme ""Improve Air Quality"" because it focuses on improving air quality.";Current and proposed EU policies do not appear sufficient to enable the EU to reduce the area of EU ecosystems under threat from air pollution by 25% in 2030 compared to 2005. Nonetheless, with the implementation of the recently revised of the Ambient Air Quality Directives, this target could be achieved. Source: Zero Pollution Outlook [218].;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;TA7.14;Improve water quality by reducing waste, plastic litter at sea and microplastics released into the environment;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on improving water quality.";Current estimates show that the number will not decline by more than 19% by 2030. Source: Zero Pollution Outlook [218].;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;TA7.15;Improve water quality by reducing waste, plastic litter at sea and microplastics released into the environment;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on improving water quality.";The EU Soil Health Assessment (see EUSO Dashboard) estimated that 60-70% of EU soils are not in healthy condition, in accordance also with other reports [196], [238]. 25% of the EU soils and 33% of EU Agricultural soils have soil erosion rates higher than sustainability ones. Soil erosion has decreased by around 10% in the period 2000-2016, but future trends are alarming due to climate change. Soil loss by water erosion is projected to increase by 13–22.5 % in EU and UK by 2050.;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Air Quality;TA7.16;Reduce by 25% the EU ecosystems where air pollution threatens biodiversity;"This target is assigned to the sub-theme ""Improve Air Quality"" because it focuses on reducing air pollution.";"Micro-pollutants pose a significant challenge. The necessity of removing them
at wastewater treatment facilities increases treatment costs, and complete removal is not always feasible. The proposal encourages more proactive measures upstream by reducing emissions at their source. By avoiding water pollution, the proposal will also benefit the potential for water reuse. The enhanced watch list mechanism requiring Member States to monitor new substances, will enable
the Commission, with the support of the European Chemicals Agency and the Member States, to determine the need for additional or stricter quality standards. More frequent reporting of actual monitoring data, and its analysis by the EEA, will provide the EU Institutions, Member States, and the general public with a more precise and current understanding of the status of surface and groundwater bodies in the EU. The analysis of more regular monitoring and status data will effectively feed into the broader Zero Pollution Monitoring and Outlook framework";
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Noise Reduction;TA7.17;Reduce the share of people chronically disturbed by transport noise by 30%;"This target is assigned to the sub-theme ""Noise Reduction"" because it focuses on reducing transport noise.";;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Waste Reduction - Municipal Waste;TA7.18;Reduce significantly total waste generation and by 50% residual municipal waste;"This target is assigned to the sub-theme ""Waste Reduction - Municipal Waste"" because it focuses on reducing waste generation.";;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Soils Health;TA7.19;Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50%;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on improving soil quality.";;
TA7;TA7_Towards a zero-pollution ambition for a toxic free environment;Improve Water Quality;TA7.2;Establish locally integrated urban wastewater management plans;"This target is assigned to the sub-theme ""Improve Water Quality"" because it focuses on promoting urban wastewater management.";;
